,Product Name,Sale Price,Market Price,Discount Offered,Product Rating,No_of_rating,No_of_review,Product Specs,Category,Product Company
68,250R G9 (2024) Intel Core i3 13th Gen Intel Core i3 - 1315U (13th Gen) - (8 GB/512 GB SSD/Windows 1...,31880,39724,19,4.5,29,1,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Home Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Windows 11"", ""1 Year Onsite Warranty""]",Laptop,HP
69,Inspiron 7440 2-in-1 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 1...,71990,85574,15,4.2,1991,152,"[""Intel Core i5 Processor (13th Gen)"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""35.56 cm (14 Inch) Touchscreen Display"", ""1 Year Onsite Hardware Service""]",Laptop,DELL
70,IdeaPad Slim 1 AMD Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and...,36690,61594,40,4.4,25,4,"[""AMD Ryzen 5 Hexa Core Processor"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Microsoft Office Home & Student 2021"", ""2 Yr Warranty""]",Laptop,Lenovo
71,Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) G3 IAP Thin and Light Laptop,40990,88414,53,4.8,9,1,"[""Intel Core i5 Processor (12th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Home Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,Lenovo
72,OMEN AI PC OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,126990,191668,33,4.8,9,1,"[""Intel Core Ultra 7 Processor"", ""16 GB LPDDR5X RAM"", ""64 bit Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,HP
73,OMEN AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,125990,192386,34,4.3,305,28,"[""Intel Core Ultra 7 Processor"", ""16 GB LPDDR5X RAM"", ""64 bit Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 Inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,HP
74,ExpertBook B14 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) B1402CBA-NK1494WS...,36990,50990,27,4.5,5022,441,"[""Intel Core i3 Processor (12th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""35.56 cm (14 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,ASUS
75,Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,52990,78189,32,3.8,12,0,"[""Intel Core i5 Processor (13th Gen)"", ""8 GB LPDDR4X RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories""]",Laptop,SAMSUNG
76,AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,56831,54552,24,4.2,8072,589,"[""AMD Ryzen 5 Quad Core Processor"", ""16 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
77,AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,40990,32990,51,3.8,2176,196,"[""AMD Ryzen 5 Hexa Core Processor"", ""8 GB DDR4 RAM"", ""64 bit Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart"", ""1 Year Onsite Warranty""]",Laptop,HP
78,Chromebook Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0393 C...,15990,54990,32,4.1,1420,189,"[""Intel Celeron Dual Core Processor"", ""4 GB LPDDR4X RAM"", ""Chrome Operating System"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,ASUS
79,Aspire 3 Backlit AMD Ryzen 5 Hexa Core 7430U - (8 GB/512 GB SSD/Windows 11 Home) A325-42 Thin and...,36990,53000,26,4.1,2612,188,"[""AMD Ryzen 5 Hexa Core Processor"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
80,Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,38990,74990,54,3.8,6,1,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB DDR4 RAM"", ""64 bit Windows 11 Operating System"", ""512 GB SSD"", ""35.56 cm (14 Inch) Display"", ""1 Year Domestic Warranty""]",Laptop,Acer
81,15R (2025) Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Pro) 15R G9 Thin and Light La...,33990,44527,11,4.3,879,75,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""64 bit Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Microsoft Office Pro Plus 2021, Windows 11 Pro"", ""1 Year Onsite Warranty""]",Laptop,HP
82,Inspiron 3530 Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin...,39490,62415,16,4.4,70,17,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Hardware Service""]",Laptop,DELL
83,Vostro 3530 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and...,51990,89999,33,4.5,209,26,"[""Intel Core i5 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,DELL
84,Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,59990,108799,49,4.2,426,27,"[""Intel Core i5 Processor (13th Gen)"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,Acer
85,Swift Go 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01-X9C8 Thin and Light L...,54990,123652,21,4.0,896,86,"[""Snapdragon X Plus Processor"", ""16 GB LPDDR5X RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""36.83 cm (14.5 Inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
86,Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,96990,50843,17,3.8,2176,196,"[""AMD Ryzen 7 Octa Core Processor"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
87,Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,41990,29999,28,4.0,805,69,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
88,Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) A324-45 Thin and Light...,21490,32990,42,3.8,122,15,"[""Intel Celeron Dual Core Processor"", ""8 GB LPDDR4X RAM"", ""Windows 11 Operating System"", ""256 GB SSD"", ""35.56 cm (14 Inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
89,Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,18990,59990,43,4.2,0,0,"[""Intel Celeron Dual Core Processor"", ""8 GB LPDDR4X RAM"", ""Chrome Operating System"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,ASUS
90,Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,33700,52999,58,4.0,0,0,"[""AMD Ryzen 5 Hexa Core Processor"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
91,AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,56831,54552,24,3.8,12,0,"[""AMD Ryzen 5 Quad Core Processor"", ""16 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
92,AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,40990,72000,30,4.2,8072,589,"[""AMD Ryzen 5 Hexa Core Processor"", ""8 GB DDR4 RAM"", ""64 bit Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart"", ""1 Year Onsite Warranty""]",Laptop,HP
93,Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0111TU Thin and Light Laptop,49990,68223,29,4.2,272,12,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
94,Intel Core i5 12th Gen 1235U - (8 GB/1 TB SSD/Windows 11 Home) 15s-fq5331TU Thin and Light Laptop,48069,191668,33,4.2,59,2,"[""Intel Core i5 Processor (12th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite warranty""]",Laptop,HP
95,OMEN AI PC OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,126990,77566,14,4.8,9,1,"[""Intel Core Ultra 7 Processor"", ""16 GB LPDDR5X RAM"", ""64 bit Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,HP
96,Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,65990,24990,48,4.4,37,3,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
97,4G Android Based MediaTek MT8788 - (4 GB/64 GB EMMC Storage/Prime OS) 4G Thin and Light Lapt...,12990,61990,35,4.2,2975,875,"[""MediaTek MT8788 Processor"", ""4 GB LPDDR4 RAM"", ""Android Operating System"", ""29.46 cm (11.6 Inch) Display"", ""1 Year Pick and Drop Warranty""]",Laptop,Primebook
98,Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK321...,39990,79999,27,4.4,3408,364,"[""AMD Ryzen 3 Quad Core Processor"", ""8 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,ASUS
99,Aspire 7 Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,57990,99990,46,4.3,1754,132,"[""Intel Core i5 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,Acer
100,GT Book Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,53990,192386,34,4.3,453,80,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""40.64 cm (16 inch) Display"", ""Control Center"", ""1 Year Domestic Onsite Warranty On Laptop and 6 Months On Adapter""]",Laptop,Infinix
101,OMEN AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,125990,123652,21,4.8,9,1,"[""Intel Core Ultra 7 Processor"", ""16 GB LPDDR5X RAM"", ""64 bit Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 Inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,HP
102,Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,96990,107990,18,4.5,209,26,"[""AMD Ryzen 7 Octa Core Processor"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
103,TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,87990,103790,32,4.5,83,5,"[""AMD Ryzen 7 Octa Core Processor"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,ASUS
104,IdeaPad Slim 5 WUXGA IPS AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) 14I...,69990,50843,17,4.2,325,42,"[""Intel Core Ultra 5 Processor"", ""16 GB LPDDR5X RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""35.56 cm (14 inch) Display"", ""1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection""]",Laptop,Lenovo
105,Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,41990,157945,24,4.2,426,27,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
106,OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,119990,60999,34,4.0,118,6,"[""Intel Core i7 Processor (14th Gen)"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
107,Aspire Lite AMD Ryzen 5 Hexa Core 5625U - (16 GB/1 TB SSD/Windows 11 Home) AL15-41 Thin and Light...,39990,52999,58,4.0,805,69,"[""AMD Ryzen 5 Hexa Core Processor"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,Acer
108,Chromebook Plus Google AI Intel Core i3 13th Gen 1315U - (8 GB/256 GB SSD/Chrome OS) CB515-2H-34Y...,21990,77490,31,3.8,122,15,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB LPDDR5X RAM"", ""Chrome Operating System"", ""256 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
109,IdeaPad Slim 3 Backlit Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH...,52990,72220,29,4.3,621,43,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Yr. Onsite + 1 Yr. Accidental Damage Protection""]",Laptop,Lenovo
110,IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 15IAH8 Thin a...,50990,186047,21,4.0,33,3,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Yr. Onsite + 1 Yr. Accidental Damage Protection""]",Laptop,Lenovo
111,OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,145990,53413,27,4.2,6,0,"[""Intel Core i9 Processor (13th Gen)"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
112,AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,38990,146890,29,4.4,14,2,"[""AMD Ryzen 5 Quad Core Processor"", ""8 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
113,Yoga Slim 7 WUXGA OLED AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9 ...,102990,92999,24,4.3,571,74,"[""Intel Core Ultra 7 Processor"", ""32 GB LPDDR5X RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 inch) Display"", ""1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection""]",Laptop,Lenovo
114,AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop,56831,54552,24,3.8,12,0,"[""AMD Ryzen 5 Quad Core Processor"", ""16 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
115,AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq2144au Thin and Light Laptop,40990,54990,45,4.2,8072,589,"[""AMD Ryzen 5 Hexa Core Processor"", ""8 GB DDR4 RAM"", ""64 bit Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart"", ""1 Year Onsite Warranty""]",Laptop,HP
116,Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,29990,78990,45,4.2,392,49,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB LPDDR4X RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""40.64 cm (16 inch) Display"", ""NA"", ""1 Year Onsite Warranty""]",Laptop,Infinix
117,Modern 14 Intel Core i7 12th Gen 1255U - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-670IN Th...,42990,79990,40,4.2,154,21,"[""Intel Core i7 Processor (12th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""35.56 cm (14 Inch) Display"", ""1 Year Carry-in warranty""]",Laptop,MSI
118,Y4 Max Series Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,47990,44999,37,4.4,64,5,"[""Intel Core i7 Processor (13th Gen)"", ""16 GB LPDDR4X RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""40.64 cm (16 inch) Display"", ""NA"", ""1 Year Onsite Warranty""]",Laptop,Infinix
119,Aspire 3 Intel Core i3 13th Gen - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,27990,191668,33,4.2,1025,93,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""64 bit Windows 11 Home Operating System"", ""256 GB SSD"", ""35.56 cm (14 inch) Display"", ""1 Year Warranty""]",Laptop,Acer
120,OMEN AI PC OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,126990,77566,14,4.8,9,1,"[""Intel Core Ultra 7 Processor"", ""16 GB LPDDR5X RAM"", ""64 bit Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,HP
121,Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,65990,69990,42,4.4,37,3,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
122,Aspire Lite AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Lig...,39990,52251,43,4.0,221,25,"[""AMD Ryzen 7 Octa Core Processor"", ""16 GB DDR4 RAM"", ""64 bit Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,Acer
123,255 G9 Silver AMD Ryzen 5 Hexa Core AMD Ryzen5-5625U - (8 GB/512 GB SSD/Windows 11 Home) 255 G9 Bus...,29490,192386,34,4.2,164,12,"[""AMD Ryzen 5 Hexa Core Processor"", ""8 GB DDR4 RAM"", ""32 bit Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""Windows"", ""1 Year Onsite Warranty""]",Laptop,HP
124,OMEN AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,125990,123652,21,4.8,9,1,"[""Intel Core Ultra 7 Processor"", ""16 GB LPDDR5X RAM"", ""64 bit Windows 11 Operating System"", ""1 TB SSD"", ""35.56 cm (14 Inch) Display"", ""Microsoft Office Home & Student 2021"", ""1 Year Onsite Warranty""]",Laptop,HP
125,Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,96990,59990,47,4.5,209,26,"[""AMD Ryzen 7 Octa Core Processor"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
126,V15 Series AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light L...,31490,64990,40,3.9,36,6,"[""AMD Ryzen 5 Quad Core Processor"", ""8 GB DDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,Lenovo
127,Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,38990,44990,33,4.2,324,56,"[""Intel Core i5 Processor (13th Gen)"", ""16 GB LPDDR4X RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""40.64 cm (16 inch) Display"", ""NA"", ""1 Year Onsite Warranty""]",Laptop,Infinix
128,Aspire Lite AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin and Ligh...,29990,67000,29,4.1,318,32,"[""AMD Ryzen 3 Quad Core Processor"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
129,"Aspire Lite with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home...",46990,50843,17,4.3,54,6,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB DDR4 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,Acer
130,Laptop Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0186TU Thin and Light ...,41990,157945,24,4.2,426,27,"[""Intel Core i3 Processor (13th Gen)"", ""8 GB DDR4 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
131,OMEN Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,119990,39995,16,4.0,118,6,"[""Intel Core i7 Processor (14th Gen)"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
132,Laptop Intel Core i3 N305 - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0123TU Thin and Light Laptop,33490,77990,23,4.3,160,8,"[""Intel Core i3 Processor"", ""8 GB DDR4 RAM"", ""Windows 11 Home Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 inch) Display"", ""1 Year Carry-in Warranty""]",Laptop,HP
133,"Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 12th Gen 12500H - (1...",59990,186047,21,4.2,585,66,"[""Intel Core i5 Processor (12th Gen)"", ""16 GB DDR4 RAM"", ""Windows 11 Home Operating System"", ""512 GB SSD"", ""40.64 cm (16 Inch) Display"", ""Microsoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic (1-Year Validity),\ufffdMcAfee -1 year, One-Month Membership of Adobe Creative Cloud All Apps"", ""1 Year Onsite Warranty""]",Laptop,ASUS
134,OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,145990,53413,27,4.2,6,0,"[""Intel Core i9 Processor (13th Gen)"", ""16 GB DDR5 RAM"", ""Windows 11 Operating System"", ""1 TB SSD"", ""40.89 cm (16.1 inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
135,AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0155AU Thin and Light Laptop,38990,64990,44,4.1,1162,157,"[""AMD Ryzen 5 Quad Core Processor"", ""8 GB LPDDR5 RAM"", ""Windows 11 Operating System"", ""512 GB SSD"", ""39.62 cm (15.6 Inch) Display"", ""1 Year Onsite Warranty""]",Laptop,HP
